,#,Res.,Ref.,Update,Notes,Status,Dropoff,Day,Dropoff Date,Time,Pickup,Pickup Date,Time_c13,# Days,Category,Vehicle,Colour,Items,Insurance,Departure,Next Rental,RCM_Rego,Pickup Date Time,Dropoff Date Time
507,A,30745,A,A,A,RETURNED,A,A,2024-05-15,17:55,SYD,2024-05-13,12:35,A,A,232207916528,DOVE WHITE,A,A,A,A,DK84HX,2024-05-13 12:35:00,2024-05-15 17:55:00
508,A,31078,A,A,A,RETURNED,A,A,2024-05-15,18:00,SYD,2024-05-15,10:40,A,A,5848117,Intense Blue,A,A,A,A,EZP21P,2024-05-15 10:40:00,2024-05-15 18:00:00
509,A,30469,A,A,A,RETURNED,A,A,2024-05-15,18:05,SYD,2024-05-15,08:55,A,A,5849926,Atlas White,A,A,A,A,EZP21Q,2024-05-15 08:55:00,2024-05-15 18:05:00
510,A,30202,A,A,A,RETURNED,A,A,2024-05-15,18:05,SYD,2024-05-15,07:05,A,A,5849993,SPARKLING SILVER,A,A,A,A,DF15EW,2024-05-15 07:05:00,2024-05-15 18:05:00
511,A,30074,A,A,A,RETURNED,A,A,2024-05-15,19:30,SYD,2024-05-11,08:20,A,A,5849994,Midnight Blue,A,A,A,A,S664CVF,2024-05-11 08:20:00,2024-05-15 19:30:00
512,A,30825,A,A,A,RETURNED,A,A,2024-05-15,20:40,SYD,2024-05-14,18:00,A,A,5849989,Mercurial Grey,A,A,A,A,S657CVF,2024-05-14 18:00:00,2024-05-15 20:40:00
513,A,30123,A,A,A,RETURNED,A,A,2024-05-16,07:15,SYD,2024-05-14,07:25,A,A,5849941,Snow White Pearl,A,A,A,A,DE69CY,2024-05-14 07:25:00,2024-05-16 07:15:00
514,A,30466,A,A,A,RETURNED,A,A,2024-05-16,07:25,SYD,2024-05-15,08:30,A,A,5848192,Saturn Silver,A,A,A,A,S540CVE,2024-05-15 08:30:00,2024-05-16 07:25:00
515,A,30468,A,A,A,RETURNED,A,A,2024-05-16,08:55,SYD,2024-05-11,12:30,A,A,5848115,Mighty Yellow,A,A,A,A,EZP21T,2024-05-11 12:30:00,2024-05-16 08:55:00
516,A,30494,A,A,A,RETURNED,A,A,2024-05-16,09:25,SYD,2024-05-10,10:05,A,A,232207911727,DOVE WHITE,A,A,A,A,DI99DT,2024-05-10 10:05:00,2024-05-16 09:25:00
517,A,21281,A,A,A,RETURNED,A,A,2024-05-16,09:40,SYD,2024-05-10,12:05,A,A,5848162,WHITE,A,A,A,A,S424CSU,2024-05-10 12:05:00,2024-05-16 09:40:00
518,A,30716,A,A,A,RETURNED,A,A,2024-05-16,09:50,SYD,2024-05-13,10:00,A,A,5848169,Brown/Black,A,A,A,A,S880CUE,2024-05-13 10:00:00,2024-05-16 09:50:00
519,A,31049,A,A,A,RETURNED,A,A,2024-05-16,09:55,SYD,2024-05-15,10:10,A,A,232207914226,DOVE WHITE,A,A,A,A,DK81HX,2024-05-15 10:10:00,2024-05-16 09:55:00
520,A,30304,A,A,A,RETURNED,A,A,2024-05-16,10:00,SYD,2024-05-15,10:00,A,A,5849970,Astro Grey,A,A,A,A,EZP24E,2024-05-15 10:00:00,2024-05-16 10:00:00
521,A,30035,A,A,A,RETURNED,A,A,2024-05-16,10:00,SYD,2024-05-15,08:15,A,A,5848166,SILVER,A,A,A,A,S834CTV,2024-05-15 08:15:00,2024-05-16 10:00:00
522,A,31075,A,A,A,RETURNED,A,A,2024-05-16,10:40,SYD,2024-05-15,08:00,A,A,5849963,Clear White,A,A,A,A,EZP24F,2024-05-15 08:00:00,2024-05-16 10:40:00
523,A,30314,A,A,A,RETURNED,A,A,2024-05-16,10:45,SYD,2024-05-13,18:50,A,A,5849937,Dover White,A,A,A,A,DH73QP,2024-05-13 18:50:00,2024-05-16 10:45:00
524,A,19880,A,A,A,RETURNED,A,A,2024-05-16,11:00,SYD,2024-05-09,20:45,A,A,5848128,Silver,A,A,A,A,EUD16L,2024-05-09 20:45:00,2024-05-16 11:00:00
525,A,30798,A,A,A,RETURNED,A,A,2024-05-16,11:55,SYD,2024-05-13,11:30,A,A,5848151,Black,A,A,A,A,DJ69YC,2024-05-13 11:30:00,2024-05-16 11:55:00
526,A,31019,A,A,A,RETURNED,A,A,2024-05-16,12:05,SYD,2024-05-14,12:45,A,A,5848195,Grey,A,A,A,A,S161CRO,2024-05-14 12:45:00,2024-05-16 12:05:00
527,A,30068,A,A,A,RETURNED,A,A,2024-05-16,12:25,SYD,2024-05-13,14:30,A,A,5848136,Yellow,A,A,A,A,S942CSX,2024-05-13 14:30:00,2024-05-16 12:25:00
528,A,30248,A,A,A,RETURNED,A,A,2024-05-16,13:10,SYD,2024-05-13,18:40,A,A,5849967,Blue,A,A,A,A,DJ73YC,2024-05-13 18:40:00,2024-05-16 13:10:00
529,A,30878,A,A,A,RETURNED,A,A,2024-05-16,13:30,SYD,2024-05-14,12:50,A,A,5848190,Clear White,A,A,A,A,FBU81K,2024-05-14 12:50:00,2024-05-16 13:30:00
530,A,18103,A,A,A,RETURNED,A,A,2024-05-16,13:45,SYD,2024-05-14,15:15,A,A,5848181,Astro Black,A,A,A,A,EZP24J,2024-05-14 15:15:00,2024-05-16 13:45:00
531,A,31002,A,A,A,RETURNED,A,A,2024-05-16,14:00,SYD,2024-05-16,08:25,A,A,5848146,Grey,A,A,A,A,S001CTM,2024-05-16 08:25:00,2024-05-16 14:00:00
532,A,30485,A,A,A,RETURNED,A,A,2024-05-16,14:35,SYD,2024-05-15,08:15,A,A,5848174,Midnight Blue,A,A,A,A,S647CUO,2024-05-15 08:15:00,2024-05-16 14:35:00
533,A,25894,A,A,A,RETURNED,A,A,2024-05-16,14:40,SYD,2024-05-14,14:45,A,A,5848119,Ecotronic Grey,A,A,A,A,EZP21N,2024-05-14 14:45:00,2024-05-16 14:40:00
534,A,21604,A,A,A,RETURNED,A,A,2024-05-16,15:15,SYD,2024-05-12,19:30,A,A,5849932,Grey,A,A,A,A,ENZ50S,2024-05-12 19:30:00,2024-05-16 15:15:00
535,A,25013,A,A,A,RETURNED,A,A,2024-05-16,15:15,SYD,2024-05-02,11:40,A,A,5848189,Lunar White,A,A,A,A,S663CVF,2024-05-02 11:40:00,2024-05-16 15:15:00
536,A,25699,A,A,A,RETURNED,A,A,2024-05-16,15:40,SYD,2024-05-14,09:25,A,A,5849929,Grey,A,A,A,A,S861CVY,2024-05-14 09:25:00,2024-05-16 15:40:00
537,A,30953,A,A,A,RETURNED,A,A,2024-05-16,16:00,SYD,2024-05-14,15:05,A,A,5848188,Blue,A,A,A,A,S376CSN,2024-05-14 15:05:00,2024-05-16 16:00:00
538,A,28733,A,A,A,RETURNED,A,A,2024-05-16,16:05,SYD,2024-05-03,19:30,A,A,5849953,Silver,A,A,A,A,DJ66YC,2024-05-03 19:30:00,2024-05-16 16:05:00
539,A,30369,A,A,A,RETURNED,A,A,2024-05-16,16:20,SYD,2024-05-14,10:00,A,A,232207910125,DOVE WHITE,A,A,A,A,DK88HX,2024-05-14 10:00:00,2024-05-16 16:20:00
540,A,30864,A,A,A,RETURNED,A,A,2024-05-16,18:05,SYD,2024-05-13,19:05,A,A,232207916924,DOVE WHITE,A,A,A,A,DK86HX,2024-05-13 19:05:00,2024-05-16 18:05:00
541,A,30828,A,A,A,RETURNED,A,A,2024-05-16,18:20,SYD,2024-05-15,09:40,A,A,5848135,Silver,A,A,A,A,EZE21Q,2024-05-15 09:40:00,2024-05-16 18:20:00
542,A,31022,A,A,A,RETURNED,A,A,2024-05-16,18:20,SYD,2024-05-15,11:35,A,A,5848175,Mercurial Grey,A,A,A,A,S658CVF,2024-05-15 11:35:00,2024-05-16 18:20:00
543,A,30371,A,A,A,RETURNED,A,A,2024-05-16,18:20,SYD,2024-05-15,10:10,A,A,5848144,Honey Bee,A,A,A,A,EZC26A,2024-05-15 10:10:00,2024-05-16 18:20:00
544,A,31201,A,A,A,RETURNED,A,A,2024-05-16,18:20,SYD,2024-05-16,09:20,A,A,5849993,SPARKLING SILVER,A,A,A,A,DF15EW,2024-05-16 09:20:00,2024-05-16 18:20:00
545,A,30633,A,A,A,RETURNED,A,A,2024-05-16,18:30,SYD,2024-05-14,10:00,A,A,5848156,WHITE,A,A,A,A,S161CTZ,2024-05-14 10:00:00,2024-05-16 18:30:00
546,A,29899,A,A,A,RETURNED,A,A,2024-05-16,18:45,SYD,2024-05-05,20:35,A,A,5848158,WHITE,A,A,A,A,S160CTZ,2024-05-05 20:35:00,2024-05-16 18:45:00
547,A,31048,A,A,A,RETURNED,A,A,2024-05-17,07:25,SYD,2024-05-15,07:30,A,A,5848178,Atlas White,A,A,A,A,EZP18R,2024-05-15 07:30:00,2024-05-17 07:25:00
548,A,31084,A,A,A,RETURNED,A,A,2024-05-17,07:50,SYD,2024-05-15,07:35,A,A,232207811125,White,A,A,A,A,S568CYB,2024-05-15 07:35:00,2024-05-17 07:50:00
549,A,31080,A,A,A,RETURNED,A,A,2024-05-17,08:00,SYD,2024-05-15,17:40,A,A,232207813220,DOVE WHITE,A,A,A,A,DK77HX,2024-05-15 17:40:00,2024-05-17 08:00:00
551,A,30372,A,A,A,RETURNED,A,A,2024-05-17,11:40,SYD,2024-05-15,14:30,A,A,5849935,Shimmering Silver,A,A,A,A,FBF07R,2024-05-15 14:30:00,2024-05-17 11:40:00
552,A,29111,A,A,A,RETURNED,A,A,2024-05-17,11:40,SYD,2024-05-15,12:05,A,A,5848145,Silver,A,A,A,A,EQV48X,2024-05-15 12:05:00,2024-05-17 11:40:00
553,A,31200,A,A,A,RETURNED,A,A,2024-05-17,11:40,SYD,2024-05-16,10:45,A,A,232207916528,DOVE WHITE,A,A,A,A,DK84HX,2024-05-16 10:45:00,2024-05-17 11:40:00
554,A,28682,A,A,A,RETURNED,A,A,2024-05-17,12:10,SYD,2024-05-09,13:00,A,A,5849987,Snow White Peak,A,A,A,A,DE71CY,2024-05-09 13:00:00,2024-05-17 12:10:00
555,A,30951,A,A,A,RETURNED,A,A,2024-05-17,12:10,SYD,2024-05-14,08:00,A,A,232207916429,DOVE WHITE,A,A,A,A,DK83HX,2024-05-14 08:00:00,2024-05-17 12:10:00
556,A,28568,A,A,A,RETURNED,A,A,2024-05-17,13:05,SYD,2024-05-13,11:15,A,A,5849956,Silver,A,A,A,A,DJ67YC,2024-05-13 11:15:00,2024-05-17 13:05:00
557,A,29901,A,A,A,RETURNED,A,A,2024-05-17,13:05,SYD,2024-05-06,13:20,A,A,5849954,Misty Grey,A,A,A,A,DH68QP,2024-05-06 13:20:00,2024-05-17 13:05:00
558,A,27865,A,A,A,RETURNED,A,A,2024-05-17,13:45,SYD,2024-05-15,19:25,A,A,5848193,Saturn Silver,A,A,A,A,S656CVF,2024-05-15 19:25:00,2024-05-17 13:45:00
559,A,29322,A,A,A,RETURNED,A,A,2024-05-17,14:50,SYD,2024-05-13,18:10,A,A,5848150,WHITE,A,A,A,A,S302CTG,2024-05-13 18:10:00,2024-05-17 14:50:00
560,A,29593,A,A,A,RETURNED,A,A,2024-05-17,14:50,SYD,2024-05-13,12:35,A,A,5848165,Atlas White,A,A,A,A,EZP21L,2024-05-13 12:35:00,2024-05-17 14:50:00
561,A,31085,A,A,A,RETURNED,A,A,2024-05-17,15:00,SYD,2024-05-15,15:30,A,A,nan,,A,A,A,A,S151CZU,2024-05-15 15:30:00,2024-05-17 15:00:00
562,A,30034,A,A,A,RETURNED,A,A,2024-05-17,16:15,SYD,2024-05-15,12:45,A,A,5849984,White,A,A,A,A,S851CVY,2024-05-15 12:45:00,2024-05-17 16:15:00
563,A,29425,A,A,A,RETURNED,A,A,2024-05-17,16:15,SYD,2024-05-16,11:00,A,A,5848137,Atlas White,A,A,A,A,EZP21K,2024-05-16 11:00:00,2024-05-17 16:15:00
564,A,27199,A,A,A,RETURNED,A,A,2024-05-17,16:15,SYD,2024-05-11,15:25,A,A,5849955,Blue,A,A,A,A,DJ71YC,2024-05-11 15:25:00,2024-05-17 16:15:00
565,A,21799,A,A,A,RETURNED,A,A,2024-05-17,16:15,SYD,2024-05-15,17:15,A,A,5849934,Astro Grey,A,A,A,A,DE61CY,2024-05-15 17:15:00,2024-05-17 16:15:00
566,A,30826,A,A,A,RETURNED,A,A,2024-05-17,16:15,SYD,2024-05-15,09:30,A,A,5849924,Midnight Blue,A,A,A,A,S541CVE,2024-05-15 09:30:00,2024-05-17 16:15:00
567,A,31096,A,A,A,RETURNED,A,A,2024-05-17,16:20,SYD,2024-05-15,09:25,A,A,5849973,White Cream,A,A,A,A,FBF07T,2024-05-15 09:25:00,2024-05-17 16:20:00
568,A,29739,A,A,A,RETURNED,A,A,2024-05-17,16:20,SYD,2024-05-15,20:25,A,A,232207919027,SILVER,A,A,A,A,S657CZY,2024-05-15 20:25:00,2024-05-17 16:20:00
569,A,30345,A,A,A,RETURNED,A,A,2024-05-17,16:20,SYD,2024-05-11,11:55,A,A,5849936,Royal Yellow,A,A,A,A,DH72QP,2024-05-11 11:55:00,2024-05-17 16:20:00
570,A,30131,A,A,A,RETURNED,A,A,2024-05-17,16:50,SYD,2024-05-17,10:05,A,A,5849961,Titanium,A,A,A,A,DH47QN,2024-05-17 10:05:00,2024-05-17 16:50:00
572,A,31297,A,A,A,RETURNED,A,A,2024-05-17,17:40,SYD,2024-05-17,08:20,A,A,5849963,Clear White,A,A,A,A,EZP24F,2024-05-17 08:20:00,2024-05-17 17:40:00
573,A,16621,A,A,A,RETURNED,A,A,2024-05-17,18:45,SYD,2024-05-12,08:00,A,A,5849919,Red Diamond,A,A,A,A,DF08XF,2024-05-12 08:00:00,2024-05-17 18:45:00
574,A,30898,A,A,A,RETURNED,A,A,2024-05-17,18:45,SYD,2024-05-15,11:35,A,A,5848157,WHITE,A,A,A,A,EXD11K,2024-05-15 11:35:00,2024-05-17 18:45:00
575,A,30875,A,A,A,RETURNED,A,A,2024-05-17,20:15,SYD,2024-05-15,09:50,A,A,5848163,Honey Bee,A,A,A,A,EZP01P,2024-05-15 09:50:00,2024-05-17 20:15:00
576,A,30780,A,A,A,RETURNED,A,A,2024-05-17,20:15,SYD,2024-05-12,20:30,A,A,232207911321,DOVE WHITE,A,A,A,A,DK79HX,2024-05-12 20:30:00,2024-05-17 20:15:00
577,A,30698,A,A,A,RETURNED,A,A,2024-05-17,20:35,SYD,2024-05-11,18:30,A,A,5848183,Black Pearl Metallic,A,A,A,A,DH69QP,2024-05-11 18:30:00,2024-05-17 20:35:00
579,A,30817,A,A,A,RETURNED,A,A,2024-05-18,07:25,SYD,2024-05-13,19:15,A,A,5848106,Grey,A,A,A,A,EZE21N,2024-05-13 19:15:00,2024-05-18 07:25:00
580,A,31316,A,A,A,RETURNED,A,A,2024-05-18,07:25,SYD,2024-05-17,16:30,A,A,5849969,Aurora Black,A,A,A,A,DE60CY,2024-05-17 16:30:00,2024-05-18 07:25:00
581,A,30921,A,A,A,RETURNED,A,A,2024-05-18,08:35,SYD,2024-05-16,11:55,A,A,5848159,Grey,A,A,A,A,EYX33E,2024-05-16 11:55:00,2024-05-18 08:35:00
582,A,10140,A,A,A,RETURNED,A,A,2024-05-18,08:40,SYD,2024-05-12,12:25,A,A,5849985,Midnight Blue,A,A,A,A,S539CVE,2024-05-12 12:25:00,2024-05-18 08:40:00
583,A,31060,A,A,A,RETURNED,A,A,2024-05-18,08:55,SYD,2024-05-17,10:35,A,A,5849967,Blue,A,A,A,A,DJ73YC,2024-05-17 10:35:00,2024-05-18 08:55:00
584,A,16977,A,A,A,RETURNED,A,A,2024-05-18,09:10,SYD,2024-05-14,10:30,A,A,5848173,WHITE,A,A,A,A,S492CXF,2024-05-14 10:30:00,2024-05-18 09:10:00
585,A,29013,A,A,A,RETURNED,A,A,2024-05-18,12:15,SYD,2024-05-15,18:20,A,A,5849997,Sterling Silver,A,A,A,A,S002CVX,2024-05-15 18:20:00,2024-05-18 12:15:00
586,A,30800,A,A,A,RETURNED,A,A,2024-05-18,12:15,SYD,2024-05-17,16:45,A,A,232207916429,DOVE WHITE,A,A,A,A,DK83HX,2024-05-17 16:45:00,2024-05-18 12:15:00
587,A,30134,A,A,A,RETURNED,A,A,2024-05-18,12:20,SYD,2024-05-16,16:50,A,A,5849925,Eclipse Black,A,A,A,A,S896CXS,2024-05-16 16:50:00,2024-05-18 12:20:00
588,A,26966,A,A,A,RETURNED,A,A,2024-05-18,12:50,SYD,2024-05-15,15:25,A,A,5849922,White,A,A,A,A,S227CNE,2024-05-15 15:25:00,2024-05-18 12:50:00
589,A,29638,A,A,A,RETURNED,A,A,2024-05-18,14:55,SYD,2024-05-17,16:15,A,A,5849956,Silver,A,A,A,A,DJ67YC,2024-05-17 16:15:00,2024-05-18 14:55:00
590,A,29258,A,A,A,RETURNED,A,A,2024-05-18,14:55,SYD,2024-05-16,18:55,A,A,5848103,White Diamond,A,A,A,A,S003CVX,2024-05-16 18:55:00,2024-05-18 14:55:00
591,A,30760,A,A,A,RETURNED,A,A,2024-05-18,14:55,SYD,2024-05-16,15:15,A,A,5848136,Yellow,A,A,A,A,S942CSX,2024-05-16 15:15:00,2024-05-18 14:55:00
592,A,30643,A,A,A,RETURNED,A,A,2024-05-18,14:55,SYD,2024-05-16,08:50,A,A,232207919324,DOVE WHITE,A,A,A,A,DK90HX,2024-05-16 08:50:00,2024-05-18 14:55:00
593,A,30718,A,A,A,RETURNED,A,A,2024-05-18,14:55,SYD,2024-05-15,12:05,A,A,232207811521,SILVER,A,A,A,A,S658CZY,2024-05-15 12:05:00,2024-05-18 14:55:00
594,A,30989,A,A,A,RETURNED,A,A,2024-05-18,15:00,SYD,2024-05-15,20:05,A,A,232207816827,PEBBLE BLACK,A,A,A,A,DK98HX,2024-05-15 20:05:00,2024-05-18 15:00:00
595,A,30719,A,A,A,RETURNED,A,A,2024-05-18,15:00,SYD,2024-05-12,16:10,A,A,232207815225,DOVE WHITE,A,A,A,A,DK76HX,2024-05-12 16:10:00,2024-05-18 15:00:00
596,A,30368,A,A,A,RETURNED,A,A,2024-05-18,15:00,SYD,2024-05-13,20:10,A,A,232207811620,DOVE WHITE,A,A,A,A,DK91HX,2024-05-13 20:10:00,2024-05-18 15:00:00
597,A,30502,A,A,A,RETURNED,A,A,2024-05-18,15:15,SYD,2024-05-15,08:25,A,A,232207917724,,A,A,A,A,S659CZY,2024-05-15 08:25:00,2024-05-18 15:15:00
598,A,29978,A,A,A,RETURNED,A,A,2024-05-18,16:05,SYD,2024-05-17,08:50,A,A,5849989,Mercurial Grey,A,A,A,A,S657CVF,2024-05-17 08:50:00,2024-05-18 16:05:00
599,A,28128,A,A,A,RETURNED,A,A,2024-05-18,16:30,SYD,2024-05-16,05:05,A,A,5848188,Blue,A,A,A,A,S376CSN,2024-05-16 05:05:00,2024-05-18 16:30:00
600,A,31212,A,A,A,RETURNED,A,A,2024-05-18,16:45,SYD,2024-05-17,09:50,A,A,5848161,,A,A,A,A,S437CRH,2024-05-17 09:50:00,2024-05-18 16:45:00
601,A,30879,A,A,A,RETURNED,A,A,2024-05-18,17:55,SYD,2024-05-17,16:50,A,A,5849932,Grey,A,A,A,A,ENZ50S,2024-05-17 16:50:00,2024-05-18 17:55:00
602,A,30303,A,A,A,RETURNED,A,A,2024-05-18,17:55,SYD,2024-05-15,10:20,A,A,5848124,Red Diamond,A,A,A,A,S837CVV,2024-05-15 10:20:00,2024-05-18 17:55:00
605,A,31433,A,A,A,RETURNED,A,A,2024-05-18,20:20,SYD,2024-05-18,10:35,A,A,5849994,Midnight Blue,A,A,A,A,S664CVF,2024-05-18 10:35:00,2024-05-18 20:20:00
606,A,31213,A,A,A,RETURNED,A,A,2024-05-19,07:00,SYD,2024-05-18,08:55,A,A,232207919027,SILVER,A,A,A,A,S657CZY,2024-05-18 08:55:00,2024-05-19 07:00:00
607,A,16111,A,A,A,RETURNED,A,A,2024-05-19,07:10,SYD,2024-05-05,12:45,A,A,5849931,Astro Grey,A,A,A,A,FBU81J,2024-05-05 12:45:00,2024-05-19 07:10:00
608,A,29451,A,A,A,RETURNED,A,A,2024-05-19,07:10,SYD,2024-05-18,09:25,A,A,5849963,Clear White,A,A,A,A,EZP24F,2024-05-18 09:25:00,2024-05-19 07:10:00
609,A,29049,A,A,A,RETURNED,A,A,2024-05-19,07:15,SYD,2024-05-15,19:55,A,A,5848171,White,A,A,A,A,DH64QN,2024-05-15 19:55:00,2024-05-19 07:15:00
610,A,31282,A,A,A,RETURNED,A,A,2024-05-19,08:35,SYD,2024-05-18,08:10,A,A,5849973,White Cream,A,A,A,A,FBF07T,2024-05-18 08:10:00,2024-05-19 08:35:00
611,A,28199,A,A,A,RETURNED,A,A,2024-05-19,09:40,SYD,2024-05-15,07:50,A,A,5848167,Grey,A,A,A,A,EYX33D,2024-05-15 07:50:00,2024-05-19 09:40:00
613,A,29594,A,A,A,RETURNED,A,A,2024-05-19,10:30,SYD,2024-05-17,10:40,A,A,5848149,Silver,A,A,A,A,S978CTK,2024-05-17 10:40:00,2024-05-19 10:30:00
614,A,27079,A,A,A,RETURNED,A,A,2024-05-19,10:30,SYD,2024-05-14,10:15,A,A,5848120,TITANIUM GREY,A,A,A,A,S112CUZ,2024-05-14 10:15:00,2024-05-19 10:30:00
615,A,27862,A,A,A,RETURNED,A,A,2024-05-19,10:30,SYD,2024-05-16,08:40,A,A,5848117,Intense Blue,A,A,A,A,EZP21P,2024-05-16 08:40:00,2024-05-19 10:30:00
616,A,28880,A,A,A,RETURNED,A,A,2024-05-19,10:30,SYD,2024-05-13,12:15,A,A,5848143,Blue,A,A,A,A,S527CTK,2024-05-13 12:15:00,2024-05-19 10:30:00
617,A,23304,A,A,A,RETURNED,A,A,2024-05-19,10:35,SYD,2024-05-16,08:35,A,A,5849965,WHITE,A,A,A,A,S159CTZ,2024-05-16 08:35:00,2024-05-19 10:35:00
618,A,30799,A,A,A,RETURNED,A,A,2024-05-19,10:35,SYD,2024-05-15,20:15,A,A,5849976,White,A,A,A,A,S073CNZ,2024-05-15 20:15:00,2024-05-19 10:35:00
619,A,28630,A,A,A,RETURNED,A,A,2024-05-19,11:20,SYD,2024-05-15,08:15,A,A,5848113,Blue,A,A,A,A,S160CRO,2024-05-15 08:15:00,2024-05-19 11:20:00
620,A,29424,A,A,A,RETURNED,A,A,2024-05-19,12:15,SYD,2024-05-18,13:45,A,A,5849952,Black,A,A,A,A,DJ70YC,2024-05-18 13:45:00,2024-05-19 12:15:00
621,A,31215,A,A,A,RETURNED,A,A,2024-05-19,12:15,SYD,2024-05-18,12:30,A,A,nan,,A,A,A,A,S151CZU,2024-05-18 12:30:00,2024-05-19 12:15:00
622,A,30811,A,A,A,RETURNED,A,A,2024-05-19,12:15,SYD,2024-05-17,14:25,A,A,232207819920,White,A,A,A,A,S630CZF,2024-05-17 14:25:00,2024-05-19 12:15:00
623,A,30158,A,A,A,RETURNED,A,A,2024-05-19,12:20,SYD,2024-05-17,13:30,A,A,5849942,TITANIUM GREY,A,A,A,A,DH65QN,2024-05-17 13:30:00,2024-05-19 12:20:00
624,A,26722,A,A,A,RETURNED,A,A,2024-05-19,12:20,SYD,2024-05-18,08:30,A,A,5849969,Aurora Black,A,A,A,A,DE60CY,2024-05-18 08:30:00,2024-05-19 12:20:00
625,A,28629,A,A,A,RETURNED,A,A,2024-05-19,12:20,SYD,2024-05-11,09:10,A,A,5849964,Snow White Pearl,A,A,A,A,DE70CY,2024-05-11 09:10:00,2024-05-19 12:20:00
626,A,30576,A,A,A,RETURNED,A,A,2024-05-19,12:20,SYD,2024-05-14,11:25,A,A,232207910521,DOVE WHITE,A,A,A,A,DK89HX,2024-05-14 11:25:00,2024-05-19 12:20:00
627,A,30786,A,A,A,RETURNED,A,A,2024-05-19,12:20,SYD,2024-05-17,11:15,A,A,5848169,Brown/Black,A,A,A,A,S880CUE,2024-05-17 11:15:00,2024-05-19 12:20:00
628,A,30578,A,A,A,RETURNED,A,A,2024-05-19,12:30,SYD,2024-05-17,18:45,A,A,232207910125,DOVE WHITE,A,A,A,A,DK88HX,2024-05-17 18:45:00,2024-05-19 12:30:00
629,A,27283,A,A,A,RETURNED,A,A,2024-05-19,14:05,SYD,2024-05-17,10:35,A,A,5848146,Grey,A,A,A,A,S001CTM,2024-05-17 10:35:00,2024-05-19 14:05:00
630,A,28690,A,A,A,RETURNED,A,A,2024-05-19,14:05,SYD,2024-05-17,11:25,A,A,5849935,Shimmering Silver,A,A,A,A,FBF07R,2024-05-17 11:25:00,2024-05-19 14:05:00
631,A,29477,A,A,A,RETURNED,A,A,2024-05-19,14:10,SYD,2024-05-16,17:30,A,A,5848109,CRYSTAL WHITE,A,A,A,A,EZE18P,2024-05-16 17:30:00,2024-05-19 14:10:00
632,A,18439,A,A,A,RETURNED,A,A,2024-05-19,14:10,SYD,2024-05-13,08:10,A,A,5848172,Saturn Silver,A,A,A,A,S659CVF,2024-05-13 08:10:00,2024-05-19 14:10:00
633,A,29268,A,A,A,RETURNED,A,A,2024-05-19,14:10,SYD,2024-05-18,07:30,A,A,5848129,WHITE,A,A,A,A,S676CTK,2024-05-18 07:30:00,2024-05-19 14:10:00
634,A,30249,A,A,A,RETURNED,A,A,2024-05-19,14:10,SYD,2024-05-17,14:30,A,A,5849986,Midnight Blue,A,A,A,A,S654CVF,2024-05-17 14:30:00,2024-05-19 14:10:00
635,A,31298,A,A,A,RETURNED,A,A,2024-05-19,14:15,SYD,2024-05-18,08:25,A,A,5849961,Titanium,A,A,A,A,DH47QN,2024-05-18 08:25:00,2024-05-19 14:15:00
636,A,24981,A,A,A,RETURNED,A,A,2024-05-19,14:15,SYD,2024-05-15,13:15,A,A,5848099,Signal Red,A,A,A,A,EZP21S,2024-05-15 13:15:00,2024-05-19 14:15:00
637,A,14728,A,A,A,RETURNED,A,A,2024-05-19,14:20,SYD,2024-05-15,13:05,A,A,5848108,CRYSTAL WHITE,A,A,A,A,EZE18Q,2024-05-15 13:05:00,2024-05-19 14:20:00
638,A,27145,A,A,A,RETURNED,A,A,2024-05-19,14:30,SYD,2024-05-18,08:15,A,A,5848150,WHITE,A,A,A,A,S302CTG,2024-05-18 08:15:00,2024-05-19 14:30:00
639,A,30429,A,A,A,RETURNED,A,A,2024-05-19,15:05,SYD,2024-05-16,20:35,A,A,232207917427,PEBBLE BLACK,A,A,A,A,DK99HX,2024-05-16 20:35:00,2024-05-19 15:05:00
640,A,30087,A,A,A,RETURNED,A,A,2024-05-19,15:05,SYD,2024-05-17,10:25,A,A,5848144,Honey Bee,A,A,A,A,EZC26A,2024-05-17 10:25:00,2024-05-19 15:05:00
641,A,30028,A,A,A,RETURNED,A,A,2024-05-19,15:05,SYD,2024-05-18,08:30,A,A,5848183,Black Pearl Metallic,A,A,A,A,DH69QP,2024-05-18 08:30:00,2024-05-19 15:05:00
642,A,26850,A,A,A,RETURNED,A,A,2024-05-19,15:05,SYD,2024-05-17,10:00,A,A,5849926,Atlas White,A,A,A,A,EZP21Q,2024-05-17 10:00:00,2024-05-19 15:05:00
643,A,28932,A,A,A,RETURNED,A,A,2024-05-19,15:05,SYD,2024-05-16,09:15,A,A,5849933,Blue,A,A,A,A,DJ72YC,2024-05-16 09:15:00,2024-05-19 15:05:00
644,A,31086,A,A,A,RETURNED,A,A,2024-05-19,15:25,SYD,2024-05-18,09:30,A,A,5849979,White,A,A,A,A,EQG47E,2024-05-18 09:30:00,2024-05-19 15:25:00
645,A,28106,A,A,A,RETURNED,A,A,2024-05-19,15:30,SYD,2024-05-17,09:10,A,A,5848195,Grey,A,A,A,A,S161CRO,2024-05-17 09:10:00,2024-05-19 15:30:00
