,#,Res.,Ref.,Update,Notes,Status,Dropoff,Day,Dropoff Date,Time,Pickup,Pickup Date,Time_c13,# Days,Category,Vehicle,Colour,Items,Insurance,Departure,Next Rental,RCM_Rego,Pickup Date Time,Dropoff Date Time
783,A,28317,A,A,A,RETURNED,A,A,2024-05-22,12:40,SYD,2024-05-19,19:00,A,A,5849961,Titanium,A,A,A,A,DH47QN,2024-05-19 19:00:00,2024-05-22 12:40:00
784,A,30456,A,A,A,RETURNED,A,A,2024-05-22,13:35,SYD,2024-05-18,12:05,A,A,5849924,Midnight Blue,A,A,A,A,S541CVE,2024-05-18 12:05:00,2024-05-22 13:35:00
785,A,31467,A,A,A,RETURNED,A,A,2024-05-22,13:35,SYD,2024-05-20,14:05,A,A,5848140,Red,A,A,A,A,S948CNE,2024-05-20 14:05:00,2024-05-22 13:35:00
786,A,31357,A,A,A,RETURNED,A,A,2024-05-22,13:55,SYD,2024-05-21,09:45,A,A,232207816827,PEBBLE BLACK,A,A,A,A,DK98HX,2024-05-21 09:45:00,2024-05-22 13:55:00
787,A,30508,A,A,A,RETURNED,A,A,2024-05-22,15:00,SYD,2024-05-21,13:20,A,A,5848171,White,A,A,A,A,DH64QN,2024-05-21 13:20:00,2024-05-22 15:00:00
788,A,29251,A,A,A,RETURNED,A,A,2024-05-22,15:20,SYD,2024-05-14,07:20,A,A,5849951,Jupiter Blue,A,A,A,A,S655CVF,2024-05-14 07:20:00,2024-05-22 15:20:00
789,A,31866,A,A,A,RETURNED,A,A,2024-05-22,15:25,SYD,2024-05-22,07:50,A,A,5848184,Lunar White,A,A,A,A,S662CVF,2024-05-22 07:50:00,2024-05-22 15:25:00
790,A,31734,A,A,A,RETURNED,A,A,2024-05-22,16:30,SYD,2024-05-21,13:10,A,A,5848109,CRYSTAL WHITE,A,A,A,A,EZE18P,2024-05-21 13:10:00,2024-05-22 16:30:00
791,A,30940,A,A,A,RETURNED,A,A,2024-05-22,16:30,SYD,2024-05-22,07:50,A,A,5848137,Atlas White,A,A,A,A,EZP21K,2024-05-22 07:50:00,2024-05-22 16:30:00
792,A,28962,A,A,A,RETURNED,A,A,2024-05-22,16:50,SYD,2024-05-19,09:30,A,A,5848145,Silver,A,A,A,A,EQV48X,2024-05-19 09:30:00,2024-05-22 16:50:00
793,A,30939,A,A,A,RETURNED,A,A,2024-05-22,17:45,SYD,2024-05-21,11:40,A,A,232207818823,White,A,A,A,A,S072CZJ,2024-05-21 11:40:00,2024-05-22 17:45:00
794,A,30613,A,A,A,RETURNED,A,A,2024-05-22,17:45,SYD,2024-05-22,09:45,A,A,5848101,Grey,A,A,A,A,EWF23W,2024-05-22 09:45:00,2024-05-22 17:45:00
795,A,31680,A,A,A,RETURNED,A,A,2024-05-22,17:45,SYD,2024-05-21,10:40,A,A,232207910927,Silver,A,A,A,A,S651CZY,2024-05-21 10:40:00,2024-05-22 17:45:00
796,A,31704,A,A,A,RETURNED,A,A,2024-05-22,17:45,SYD,2024-05-20,17:35,A,A,5848182,Black Pearl Metallic,A,A,A,A,DH70QP,2024-05-20 17:35:00,2024-05-22 17:45:00
797,A,31529,A,A,A,RETURNED,A,A,2024-05-22,18:00,SYD,2024-05-20,10:35,A,A,5849979,White,A,A,A,A,EQG47E,2024-05-20 10:35:00,2024-05-22 18:00:00
798,A,31739,A,A,A,RETURNED,A,A,2024-05-22,18:00,SYD,2024-05-21,09:55,A,A,5848151,Black,A,A,A,A,DJ69YC,2024-05-21 09:55:00,2024-05-22 18:00:00
799,A,31729,A,A,A,RETURNED,A,A,2024-05-22,18:05,SYD,2024-05-21,19:45,A,A,232207916924,DOVE WHITE,A,A,A,A,DK86HX,2024-05-21 19:45:00,2024-05-22 18:05:00
800,A,31741,A,A,A,RETURNED,A,A,2024-05-22,18:05,SYD,2024-05-21,18:45,A,A,5848108,CRYSTAL WHITE,A,A,A,A,EZE18Q,2024-05-21 18:45:00,2024-05-22 18:05:00
801,A,31684,A,A,A,RETURNED,A,A,2024-05-22,18:10,SYD,2024-05-21,11:10,A,A,5849935,Shimmering Silver,A,A,A,A,FBF07R,2024-05-21 11:10:00,2024-05-22 18:10:00
802,A,31615,A,A,A,RETURNED,A,A,2024-05-23,07:00,SYD,2024-05-21,10:05,A,A,5849926,Atlas White,A,A,A,A,EZP21Q,2024-05-21 10:05:00,2024-05-23 07:00:00
803,A,31590,A,A,A,RETURNED,A,A,2024-05-23,07:30,SYD,2024-05-21,07:40,A,A,5849922,White,A,A,A,A,S227CNE,2024-05-21 07:40:00,2024-05-23 07:30:00
804,A,31795,A,A,A,RETURNED,A,A,2024-05-23,07:40,SYD,2024-05-22,15:50,A,A,5848124,Red Diamond,A,A,A,A,S837CVV,2024-05-22 15:50:00,2024-05-23 07:40:00
805,A,31733,A,A,A,RETURNED,A,A,2024-05-23,08:50,SYD,2024-05-21,09:50,A,A,5848135,Silver,A,A,A,A,EZE21Q,2024-05-21 09:50:00,2024-05-23 08:50:00
806,A,31723,A,A,A,RETURNED,A,A,2024-05-23,09:35,SYD,2024-05-22,10:05,A,A,232207919027,SILVER,A,A,A,A,S657CZY,2024-05-22 10:05:00,2024-05-23 09:35:00
807,A,31103,A,A,A,RETURNED,A,A,2024-05-23,09:55,SYD,2024-05-20,11:30,A,A,5849972,WHITE,A,A,A,A,S975CTK,2024-05-20 11:30:00,2024-05-23 09:55:00
808,A,31672,A,A,A,RETURNED,A,A,2024-05-23,10:00,SYD,2024-05-21,20:25,A,A,5848106,Grey,A,A,A,A,EZE21N,2024-05-21 20:25:00,2024-05-23 10:00:00
809,A,31525,A,A,A,RETURNED,A,A,2024-05-23,10:05,SYD,2024-05-19,15:25,A,A,5849964,Snow White Pearl,A,A,A,A,DE70CY,2024-05-19 15:25:00,2024-05-23 10:05:00
810,A,31868,A,A,A,RETURNED,A,A,2024-05-23,11:15,SYD,2024-05-22,12:30,A,A,5848146,Grey,A,A,A,A,S001CTM,2024-05-22 12:30:00,2024-05-23 11:15:00
811,A,28821,A,A,A,RETURNED,A,A,2024-05-23,11:20,SYD,2024-05-13,10:00,A,A,5848170,SILVER,A,A,A,A,S304CTG,2024-05-13 10:00:00,2024-05-23 11:20:00
812,A,31685,A,A,A,RETURNED,A,A,2024-05-23,11:50,SYD,2024-05-22,10:15,A,A,5848172,Saturn Silver,A,A,A,A,S659CVF,2024-05-22 10:15:00,2024-05-23 11:50:00
813,A,31669,A,A,A,RETURNED,A,A,2024-05-23,12:00,SYD,2024-05-20,11:20,A,A,5848134,Clear White,A,A,A,A,EZP21R,2024-05-20 11:20:00,2024-05-23 12:00:00
814,A,30968,A,A,A,RETURNED,A,A,2024-05-23,12:15,SYD,2024-05-20,12:50,A,A,232207815225,DOVE WHITE,A,A,A,A,DK76HX,2024-05-20 12:50:00,2024-05-23 12:15:00
815,A,27909,A,A,A,RETURNED,A,A,2024-05-23,12:25,SYD,2024-05-20,12:10,A,A,5848164,Grey,A,A,A,A,S526CTK,2024-05-20 12:10:00,2024-05-23 12:25:00
816,A,31811,A,A,A,RETURNED,A,A,2024-05-23,12:35,SYD,2024-05-22,10:20,A,A,5849933,Blue,A,A,A,A,DJ72YC,2024-05-22 10:20:00,2024-05-23 12:35:00
817,A,27223,A,A,A,RETURNED,A,A,2024-05-23,13:35,SYD,2024-05-21,15:50,A,A,5848099,Signal Red,A,A,A,A,EZP21S,2024-05-21 15:50:00,2024-05-23 13:35:00
818,A,31455,A,A,A,RETURNED,A,A,2024-05-23,13:40,SYD,2024-05-19,12:40,A,A,5848149,Silver,A,A,A,A,S978CTK,2024-05-19 12:40:00,2024-05-23 13:40:00
819,A,32009,A,A,A,RETURNED,A,A,2024-05-23,14:05,SYD,2024-05-23,09:00,A,A,232207818823,White,A,A,A,A,S072CZJ,2024-05-23 09:00:00,2024-05-23 14:05:00
820,A,30045,A,A,A,RETURNED,A,A,2024-05-23,14:20,SYD,2024-05-21,11:55,A,A,5848163,Honey Bee,A,A,A,A,EZP01P,2024-05-21 11:55:00,2024-05-23 14:20:00
821,A,31063,A,A,A,RETURNED,A,A,2024-05-23,15:00,SYD,2024-05-22,13:40,A,A,5848148,GREY,A,A,A,A,S980CTK,2024-05-22 13:40:00,2024-05-23 15:00:00
822,A,31917,A,A,A,RETURNED,A,A,2024-05-23,15:10,SYD,2024-05-23,11:55,A,A,5849991,White,A,A,A,A,DH46QN,2024-05-23 11:55:00,2024-05-23 15:10:00
823,A,29357,A,A,A,RETURNED,A,A,2024-05-23,15:30,SYD,2024-05-21,09:30,A,A,5848102,White,A,A,A,A,S528CTK,2024-05-21 09:30:00,2024-05-23 15:30:00
824,A,31599,A,A,A,RETURNED,A,A,2024-05-23,16:25,SYD,2024-05-23,07:55,A,A,5848137,Atlas White,A,A,A,A,EZP21K,2024-05-23 07:55:00,2024-05-23 16:25:00
825,A,31916,A,A,A,RETURNED,A,A,2024-05-23,16:25,SYD,2024-05-22,18:30,A,A,5848171,White,A,A,A,A,DH64QN,2024-05-22 18:30:00,2024-05-23 16:25:00
826,A,31855,A,A,A,RETURNED,A,A,2024-05-23,16:30,SYD,2024-05-22,09:10,A,A,232207911420,Silver,A,A,A,A,S650CZY,2024-05-22 09:10:00,2024-05-23 16:30:00
827,A,30580,A,A,A,RETURNED,A,A,2024-05-23,16:30,SYD,2024-05-21,12:50,A,A,5848155,Clear White,A,A,A,A,EZP21U,2024-05-21 12:50:00,2024-05-23 16:30:00
828,A,31318,A,A,A,RETURNED,A,A,2024-05-23,17:05,SYD,2024-05-22,12:20,A,A,232207917427,PEBBLE BLACK,A,A,A,A,DK99HX,2024-05-22 12:20:00,2024-05-23 17:05:00
829,A,30153,A,A,A,RETURNED,A,A,2024-05-23,17:25,SYD,2024-05-21,13:15,A,A,5848193,Saturn Silver,A,A,A,A,S656CVF,2024-05-21 13:15:00,2024-05-23 17:25:00
830,A,31810,A,A,A,RETURNED,A,A,2024-05-23,18:00,SYD,2024-05-21,15:40,A,A,5849983,Mercurial Grey,A,A,A,A,S674CVF,2024-05-21 15:40:00,2024-05-23 18:00:00
831,A,28722,A,A,A,RETURNED,A,A,2024-05-23,18:05,SYD,2024-05-20,12:50,A,A,5848191,SILVER,A,A,A,A,DI89BL,2024-05-20 12:50:00,2024-05-23 18:05:00
832,A,31870,A,A,A,RETURNED,A,A,2024-05-23,20:10,SYD,2024-05-23,08:10,A,A,5849979,White,A,A,A,A,EQG47E,2024-05-23 08:10:00,2024-05-23 20:10:00
833,A,31853,A,A,A,RETURNED,A,A,2024-05-23,20:25,SYD,2024-05-23,07:35,A,A,5848151,Black,A,A,A,A,DJ69YC,2024-05-23 07:35:00,2024-05-23 20:25:00
834,A,31617,A,A,A,RETURNED,A,A,2024-05-23,20:35,SYD,2024-05-22,11:30,A,A,5848167,Grey,A,A,A,A,EYX33D,2024-05-22 11:30:00,2024-05-23 20:35:00
835,A,28160,A,A,A,RETURNED,A,A,2024-05-23,20:35,SYD,2024-05-23,10:15,A,A,5848156,WHITE,A,A,A,A,S161CTZ,2024-05-23 10:15:00,2024-05-23 20:35:00
836,A,27621,A,A,A,RETURNED,A,A,2024-05-23,20:40,SYD,2024-05-18,19:05,A,A,5849984,White,A,A,A,A,S851CVY,2024-05-18 19:05:00,2024-05-23 20:40:00
837,A,31705,A,A,A,RETURNED,A,A,2024-05-23,20:40,SYD,2024-05-21,11:35,A,A,232207813626,WHITE,A,A,A,A,S637CZF,2024-05-21 11:35:00,2024-05-23 20:40:00
838,A,31936,A,A,A,RETURNED,A,A,2024-05-24,07:10,SYD,2024-05-22,20:00,A,A,5848108,CRYSTAL WHITE,A,A,A,A,EZE18Q,2024-05-22 20:00:00,2024-05-24 07:10:00
839,A,31092,A,A,A,RETURNED,A,A,2024-05-24,08:30,SYD,2024-05-21,09:00,A,A,5848117,Intense Blue,A,A,A,A,EZP21P,2024-05-21 09:00:00,2024-05-24 08:30:00
840,A,30971,A,A,A,RETURNED,A,A,2024-05-24,08:30,SYD,2024-05-22,11:50,A,A,5849929,Grey,A,A,A,A,S861CVY,2024-05-22 11:50:00,2024-05-24 08:30:00
841,A,29479,A,A,A,RETURNED,A,A,2024-05-24,08:30,SYD,2024-05-20,18:20,A,A,5848100,Grey,A,A,A,A,EZE21P,2024-05-20 18:20:00,2024-05-24 08:30:00
842,A,31738,A,A,A,RETURNED,A,A,2024-05-24,08:45,SYD,2024-05-21,08:30,A,A,5848173,WHITE,A,A,A,A,S492CXF,2024-05-21 08:30:00,2024-05-24 08:45:00
843,A,29830,A,A,A,RETURNED,A,A,2024-05-24,09:25,SYD,2024-05-23,11:05,A,A,5848112,Sterling Silver,A,A,A,A,DH49QN,2024-05-23 11:05:00,2024-05-24 09:25:00
844,A,31664,A,A,A,RETURNED,A,A,2024-05-24,09:30,SYD,2024-05-20,10:00,A,A,5849943,White,A,A,A,A,FEQ30P,2024-05-20 10:00:00,2024-05-24 09:30:00
845,A,24847,A,A,A,RETURNED,A,A,2024-05-24,09:45,SYD,2024-05-20,08:45,A,A,5849941,Snow White Pearl,A,A,A,A,DE69CY,2024-05-20 08:45:00,2024-05-24 09:45:00
846,A,31148,A,A,A,RETURNED,A,A,2024-05-24,10:45,SYD,2024-05-20,12:15,A,A,232207919324,DOVE WHITE,A,A,A,A,DK90HX,2024-05-20 12:15:00,2024-05-24 10:45:00
847,A,31104,A,A,A,RETURNED,A,A,2024-05-24,11:35,SYD,2024-05-21,11:40,A,A,232207911321,DOVE WHITE,A,A,A,A,DK79HX,2024-05-21 11:40:00,2024-05-24 11:35:00
848,A,31396,A,A,A,RETURNED,A,A,2024-05-24,11:40,SYD,2024-05-20,11:30,A,A,232207813220,DOVE WHITE,A,A,A,A,DK77HX,2024-05-20 11:30:00,2024-05-24 11:40:00
849,A,28423,A,A,A,RETURNED,A,A,2024-05-24,12:00,SYD,2024-05-04,12:50,A,A,5848197,Midnight Blue,A,A,A,A,S661CVF,2024-05-04 12:50:00,2024-05-24 12:00:00
850,A,29183,A,A,A,RETURNED,A,A,2024-05-24,12:00,SYD,2024-05-06,08:35,A,A,5849950,White,A,A,A,A,ERA30D,2024-05-06 08:35:00,2024-05-24 12:00:00
851,A,31323,A,A,A,RETURNED,A,A,2024-05-24,12:05,SYD,2024-05-21,13:15,A,A,232207910521,DOVE WHITE,A,A,A,A,DK89HX,2024-05-21 13:15:00,2024-05-24 12:05:00
852,A,29667,A,A,A,RETURNED,A,A,2024-05-24,12:30,SYD,2024-05-16,12:00,A,A,5848115,Mighty Yellow,A,A,A,A,EZP21T,2024-05-16 12:00:00,2024-05-24 12:30:00
853,A,31530,A,A,A,RETURNED,A,A,2024-05-24,12:30,SYD,2024-05-23,08:55,A,A,5849951,Jupiter Blue,A,A,A,A,S655CVF,2024-05-23 08:55:00,2024-05-24 12:30:00
854,A,31921,A,A,A,RETURNED,A,A,2024-05-24,13:00,SYD,2024-05-23,08:25,A,A,5849932,Grey,A,A,A,A,ENZ50S,2024-05-23 08:25:00,2024-05-24 13:00:00
855,A,30611,A,A,A,RETURNED,A,A,2024-05-24,13:00,SYD,2024-05-21,17:10,A,A,5849970,Astro Grey,A,A,A,A,EZP24E,2024-05-21 17:10:00,2024-05-24 13:00:00
856,A,30941,A,A,A,RETURNED,A,A,2024-05-24,13:10,SYD,2024-05-22,10:05,A,A,232207819425,,A,A,A,A,S654CZY,2024-05-22 10:05:00,2024-05-24 13:10:00
857,A,31791,A,A,A,RETURNED,A,A,2024-05-24,14:05,SYD,2024-05-21,14:15,A,A,5849937,Dover White,A,A,A,A,DH73QP,2024-05-21 14:15:00,2024-05-24 14:05:00
858,A,31514,A,A,A,RETURNED,A,A,2024-05-24,14:30,SYD,2024-05-20,19:00,A,A,5849994,Midnight Blue,A,A,A,A,S664CVF,2024-05-20 19:00:00,2024-05-24 14:30:00
859,A,31182,A,A,A,RETURNED,A,A,2024-05-24,15:00,SYD,2024-05-20,10:45,A,A,5848195,Grey,A,A,A,A,S161CRO,2024-05-20 10:45:00,2024-05-24 15:00:00
860,A,31056,A,A,A,RETURNED,A,A,2024-05-24,15:00,SYD,2024-05-22,15:30,A,A,232207918722,White,A,A,A,A,S633CZF,2024-05-22 15:30:00,2024-05-24 15:00:00
861,A,30610,A,A,A,RETURNED,A,A,2024-05-24,15:10,SYD,2024-05-21,11:45,A,A,232207913723,White,A,A,A,A,S850CVY,2024-05-21 11:45:00,2024-05-24 15:10:00
862,A,26420,A,A,A,RETURNED,A,A,2024-05-24,15:50,SYD,2024-05-20,12:35,A,A,232207917328,White,A,A,A,A,S627CZF,2024-05-20 12:35:00,2024-05-24 15:50:00
863,A,31867,A,A,A,RETURNED,A,A,2024-05-24,16:15,SYD,2024-05-22,10:00,A,A,5849973,White Cream,A,A,A,A,FBF07T,2024-05-22 10:00:00,2024-05-24 16:15:00
864,A,31692,A,A,A,RETURNED,A,A,2024-05-24,16:50,SYD,2024-05-24,11:20,A,A,5848156,WHITE,A,A,A,A,S161CTZ,2024-05-24 11:20:00,2024-05-24 16:50:00
865,A,28385,A,A,A,RETURNED,A,A,2024-05-24,16:50,SYD,2024-05-22,14:50,A,A,5849946,SILVER,A,A,A,A,S343CSY,2024-05-22 14:50:00,2024-05-24 16:50:00
866,A,31852,A,A,A,RETURNED,A,A,2024-05-24,16:55,SYD,2024-05-22,19:30,A,A,5849925,Eclipse Black,A,A,A,A,S896CXS,2024-05-22 19:30:00,2024-05-24 16:55:00
867,A,27138,A,A,A,RETURNED,A,A,2024-05-24,17:00,SYD,2024-05-22,10:55,A,A,5848165,Atlas White,A,A,A,A,EZP21L,2024-05-22 10:55:00,2024-05-24 17:00:00
868,A,31064,A,A,A,RETURNED,A,A,2024-05-24,17:00,SYD,2024-05-22,12:25,A,A,5849969,Aurora Black,A,A,A,A,DE60CY,2024-05-22 12:25:00,2024-05-24 17:00:00
869,A,31706,A,A,A,RETURNED,A,A,2024-05-24,17:20,SYD,2024-05-23,09:25,A,A,5849967,Blue,A,A,A,A,DJ73YC,2024-05-23 09:25:00,2024-05-24 17:20:00
870,A,31880,A,A,A,RETURNED,A,A,2024-05-24,17:20,SYD,2024-05-23,17:00,A,A,5848109,CRYSTAL WHITE,A,A,A,A,EZE18P,2024-05-23 17:00:00,2024-05-24 17:20:00
871,A,27025,A,A,A,RETURNED,A,A,2024-05-24,17:20,SYD,2024-05-20,08:05,A,A,5848175,Mercurial Grey,A,A,A,A,S658CVF,2024-05-20 08:05:00,2024-05-24 17:20:00
872,A,31456,A,A,A,RETURNED,A,A,2024-05-24,17:30,SYD,2024-05-20,07:55,A,A,5849947,Black,A,A,A,A,DJ68YC,2024-05-20 07:55:00,2024-05-24 17:30:00
873,A,30507,A,A,A,RETURNED,A,A,2024-05-24,18:00,SYD,2024-05-19,16:10,A,A,5849942,TITANIUM GREY,A,A,A,A,DH65QN,2024-05-19 16:10:00,2024-05-24 18:00:00
874,A,30956,A,A,A,RETURNED,A,A,2024-05-24,19:05,SYD,2024-05-22,18:40,A,A,5848190,Clear White,A,A,A,A,FBU81K,2024-05-22 18:40:00,2024-05-24 19:05:00
875,A,31488,A,A,A,RETURNED,A,A,2024-05-24,19:10,SYD,2024-05-20,08:35,A,A,5848131,Saturn Silver,A,A,A,A,S653CVF,2024-05-20 08:35:00,2024-05-24 19:10:00
876,A,30731,A,A,A,RETURNED,A,A,2024-05-24,19:20,SYD,2024-05-19,13:20,A,A,5848110,White,A,A,A,A,EQV42X,2024-05-19 13:20:00,2024-05-24 19:20:00
877,A,31869,A,A,A,RETURNED,A,A,2024-05-24,20:40,SYD,2024-05-22,18:35,A,A,5848161,,A,A,A,A,S437CRH,2024-05-22 18:35:00,2024-05-24 20:40:00
878,A,29822,A,A,A,RETURNED,A,A,2024-05-25,06:55,SYD,2024-05-22,12:00,A,A,5849982,Phantom Black,A,A,A,A,FBF07Q,2024-05-22 12:00:00,2024-05-25 06:55:00
879,A,15180,A,A,A,RETURNED,A,A,2024-05-25,07:20,SYD,2024-05-22,13:40,A,A,5848192,Saturn Silver,A,A,A,A,S540CVE,2024-05-22 13:40:00,2024-05-25 07:20:00
880,A,27491,A,A,A,RETURNED,A,A,2024-05-25,07:55,SYD,2024-05-22,11:35,A,A,5849958,SILVER,A,A,A,A,EZP24G,2024-05-22 11:35:00,2024-05-25 07:55:00
881,A,23181,A,A,A,RETURNED,A,A,2024-05-25,11:10,SYD,2024-05-21,13:20,A,A,232207811521,SILVER,A,A,A,A,S658CZY,2024-05-21 13:20:00,2024-05-25 11:10:00
882,A,31355,A,A,A,RETURNED,A,A,2024-05-25,11:10,SYD,2024-05-20,11:50,A,A,5848174,Midnight Blue,A,A,A,A,S647CUO,2024-05-20 11:50:00,2024-05-25 11:10:00
883,A,30922,A,A,A,RETURNED,A,A,2024-05-25,11:10,SYD,2024-05-17,10:15,A,A,232207911727,DOVE WHITE,A,A,A,A,DI99DT,2024-05-17 10:15:00,2024-05-25 11:10:00
884,A,29617,A,A,A,RETURNED,A,A,2024-05-25,11:25,SYD,2024-05-12,12:00,A,A,5848133,Clear White,A,A,A,A,EZC26B,2024-05-12 12:00:00,2024-05-25 11:25:00
885,A,29403,A,A,A,RETURNED,A,A,2024-05-25,11:30,SYD,2024-05-24,13:05,A,A,5848102,White,A,A,A,A,S528CTK,2024-05-24 13:05:00,2024-05-25 11:30:00
886,A,30373,A,A,A,RETURNED,A,A,2024-05-25,11:30,SYD,2024-05-21,13:15,A,A,5849993,SPARKLING SILVER,A,A,A,A,DF15EW,2024-05-21 13:15:00,2024-05-25 11:30:00
887,A,17760,A,A,A,RETURNED,A,A,2024-05-25,12:00,SYD,2024-05-22,15:05,A,A,5849931,Astro Grey,A,A,A,A,FBU81J,2024-05-22 15:05:00,2024-05-25 12:00:00
888,A,31707,A,A,A,RETURNED,A,A,2024-05-25,12:15,SYD,2024-05-23,20:20,A,A,5848135,Silver,A,A,A,A,EZE21Q,2024-05-23 20:20:00,2024-05-25 12:15:00
889,A,30936,A,A,A,RETURNED,A,A,2024-05-25,12:30,SYD,2024-05-14,12:20,A,A,5849977,Aurora Black,A,A,A,A,EZP24D,2024-05-14 12:20:00,2024-05-25 12:30:00
890,A,31413,A,A,A,RETURNED,A,A,2024-05-25,14:10,SYD,2024-05-24,10:50,A,A,5849972,WHITE,A,A,A,A,S975CTK,2024-05-24 10:50:00,2024-05-25 14:10:00
891,A,31491,A,A,A,RETURNED,A,A,2024-05-25,14:55,SYD,2024-05-24,09:55,A,A,5848183,Black Pearl Metallic,A,A,A,A,DH69QP,2024-05-24 09:55:00,2024-05-25 14:55:00
892,A,30678,A,A,A,RETURNED,A,A,2024-05-25,15:40,SYD,2024-05-25,11:50,A,A,5849969,Aurora Black,A,A,A,A,DE60CY,2024-05-25 11:50:00,2024-05-25 15:40:00
893,A,30764,A,A,A,RETURNED,A,A,2024-05-25,16:00,SYD,2024-05-21,19:45,A,A,232207919720,DOVE WHITE,A,A,A,A,DK87HX,2024-05-21 19:45:00,2024-05-25 16:00:00
894,A,30618,A,A,A,RETURNED,A,A,2024-05-25,16:20,SYD,2024-05-23,20:20,A,A,5849934,Astro Grey,A,A,A,A,DE61CY,2024-05-23 20:20:00,2024-05-25 16:20:00
895,A,27902,A,A,A,RETURNED,A,A,2024-05-25,16:20,SYD,2024-05-22,09:00,A,A,5848119,Ecotronic Grey,A,A,A,A,EZP21N,2024-05-22 09:00:00,2024-05-25 16:20:00
896,A,31492,A,A,A,RETURNED,A,A,2024-05-25,18:50,SYD,2024-05-24,13:55,A,A,5848140,Red,A,A,A,A,S948CNE,2024-05-24 13:55:00,2024-05-25 18:50:00
897,A,31490,A,A,A,RETURNED,A,A,2024-05-25,18:50,SYD,2024-05-24,08:55,A,A,5848170,SILVER,A,A,A,A,S304CTG,2024-05-24 08:55:00,2024-05-25 18:50:00
898,A,31463,A,A,A,RETURNED,A,A,2024-05-25,18:50,SYD,2024-05-25,09:55,A,A,232207917427,PEBBLE BLACK,A,A,A,A,DK99HX,2024-05-25 09:55:00,2024-05-25 18:50:00
899,A,27912,A,A,A,RETURNED,A,A,2024-05-25,18:55,SYD,2024-05-20,10:30,A,A,5849920,Space Black,A,A,A,A,S673CVF,2024-05-20 10:30:00,2024-05-25 18:55:00
900,A,27903,A,A,A,RETURNED,A,A,2024-05-25,19:20,SYD,2024-05-24,08:05,A,A,5848189,Lunar White,A,A,A,A,S663CVF,2024-05-24 08:05:00,2024-05-25 19:20:00
901,A,31882,A,A,A,RETURNED,A,A,2024-05-25,19:20,SYD,2024-05-25,09:15,A,A,5849925,Eclipse Black,A,A,A,A,S896CXS,2024-05-25 09:15:00,2024-05-25 19:20:00
902,A,31412,A,A,A,RETURNED,A,A,2024-05-25,19:30,SYD,2024-05-22,07:30,A,A,5849997,Sterling Silver,A,A,A,A,S002CVX,2024-05-22 07:30:00,2024-05-25 19:30:00
903,A,32248,A,A,A,RETURNED,A,A,2024-05-25,19:30,SYD,2024-05-25,11:35,A,A,232207813220,DOVE WHITE,A,A,A,A,DK77HX,2024-05-25 11:35:00,2024-05-25 19:30:00
904,A,30075,A,A,A,RETURNED,A,A,2024-05-25,20:00,SYD,2024-05-24,09:15,A,A,5848108,CRYSTAL WHITE,A,A,A,A,EZE18Q,2024-05-24 09:15:00,2024-05-25 20:00:00
905,A,31750,A,A,A,RETURNED,A,A,2024-05-26,07:00,SYD,2024-05-25,09:10,A,A,5848131,Saturn Silver,A,A,A,A,S653CVF,2024-05-25 09:10:00,2024-05-26 07:00:00
906,A,29401,A,A,A,RETURNED,A,A,2024-05-26,08:10,SYD,2024-05-21,13:15,A,A,5848130,Titanium,A,A,A,A,S838CVV,2024-05-21 13:15:00,2024-05-26 08:10:00
907,A,29182,A,A,A,RETURNED,A,A,2024-05-26,08:25,SYD,2024-05-17,09:10,A,A,5848166,SILVER,A,A,A,A,S834CTV,2024-05-17 09:10:00,2024-05-26 08:25:00
908,A,25255,A,A,A,RETURNED,A,A,2024-05-26,08:25,SYD,2024-05-22,07:50,A,A,5848120,TITANIUM GREY,A,A,A,A,S112CUZ,2024-05-22 07:50:00,2024-05-26 08:25:00
909,A,29388,A,A,A,RETURNED,A,A,2024-05-26,08:25,SYD,2024-05-23,08:35,A,A,5849936,Royal Yellow,A,A,A,A,DH72QP,2024-05-23 08:35:00,2024-05-26 08:25:00
910,A,31601,A,A,A,RETURNED,A,A,2024-05-26,08:25,SYD,2024-05-25,09:00,A,A,5848156,WHITE,A,A,A,A,S161CTZ,2024-05-25 09:00:00,2024-05-26 08:25:00
911,A,31142,A,A,A,RETURNED,A,A,2024-05-26,08:25,SYD,2024-05-23,11:35,A,A,5849961,Titanium,A,A,A,A,DH47QN,2024-05-23 11:35:00,2024-05-26 08:25:00
912,A,31183,A,A,A,RETURNED,A,A,2024-05-26,08:25,SYD,2024-05-22,17:30,A,A,232207916429,DOVE WHITE,A,A,A,A,DK83HX,2024-05-22 17:30:00,2024-05-26 08:25:00
913,A,31299,A,A,A,RETURNED,A,A,2024-05-26,08:25,SYD,2024-05-24,09:55,A,A,232207813626,WHITE,A,A,A,A,S637CZF,2024-05-24 09:55:00,2024-05-26 08:25:00
914,A,18804,A,A,A,RETURNED,A,A,2024-05-26,08:30,SYD,2024-05-24,11:35,A,A,5848124,Red Diamond,A,A,A,A,S837CVV,2024-05-24 11:35:00,2024-05-26 08:30:00
915,A,27771,A,A,A,RETURNED,A,A,2024-05-26,08:30,SYD,2024-05-21,15:50,A,A,5848159,Grey,A,A,A,A,EYX33E,2024-05-21 15:50:00,2024-05-26 08:30:00
916,A,26091,A,A,A,RETURNED,A,A,2024-05-26,10:05,SYD,2024-05-22,10:00,A,A,232207811125,White,A,A,A,A,S568CYB,2024-05-22 10:00:00,2024-05-26 10:05:00
